ncessch,zip,locale,title1_status,total_n,fr_lnch_n,red_lnch_n,pupil_tch_ratio,ipr_est,st_schid,lea_cwiftest,fr_lnch_prop,red_lnch_prop,enrl_grd,percent_level_4,percent_level_3,percent_level_2,percent_level_1,wealth_prop,mid_prop,pov_prop,bachelors_pct,high_school,no_diploma_pct,high_ed
410002301172,97124,12-City: Mid-size,5-Eligible for Title I SWP provides SWP program,467,330,38,21.18,344,1114,1.053,0.7066381156316917,0.08137044967880086,6,19.4,47.2,20.8,12.5,0.101159114857745,0.19430979978925184,0.13382507903055849,22,18.9,5.6,22
410150000759,97902,43-Rural: Remote,6-Not eligible for either TAS or SWP,21,NA,NA,21,227,711,0.891,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410150000759,97902,43-Rural: Remote,6-Not eligible for either TAS or SWP,21,NA,NA,21,227,711,0.891,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410150000759,97902,43-Rural: Remote,6-Not eligible for either TAS or SWP,21,NA,NA,21,227,711,0.891,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410150000759,97902,43-Rural: Remote,6-Not eligible for either TAS or SWP,21,NA,NA,21,227,711,0.891,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410150000759,97902,43-Rural: Remote,6-Not eligible for either TAS or SWP,21,NA,NA,21,227,711,0.891,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410150000759,97902,43-Rural: Remote,6-Not eligible for either TAS or SWP,21,NA,NA,21,227,711,0.891,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410004801833,97058,33-Town: Remote,6-Not eligible for either TAS or SWP,60,40,5,30,233,5250,0.88,0.6666666666666666,0.08333333333333333,NA,NA,NA,NA,NA,0.0306178239475123,0.28212137780207763,0.2476763258611263,11.7,27.6,9.1,7.5
411082000814,97301,12-City: Mid-size,5-Eligible for Title I SWP provides SWP program,1041,818,88,20.34,139,768,0.902,0.7857829010566763,0.0845341018251681,6,2.4,31.5,27.9,38.2,0.007951356407857811,0.3468194574368569,0.30519176800748365,10.7,28.4,12,4.8
411082000814,97301,12-City: Mid-size,5-Eligible for Title I SWP provides SWP program,1041,818,88,20.34,139,768,0.902,0.7857829010566763,0.0845341018251681,7,6.4,32.2,32.2,29.2,0.007951356407857811,0.3468194574368569,0.30519176800748365,10.7,28.4,12,4.8
411082000814,97301,12-City: Mid-size,5-Eligible for Title I SWP provides SWP program,1041,818,88,20.34,139,768,0.902,0.7857829010566763,0.0845341018251681,8,3.9,32.9,27.5,35.7,0.007951356407857811,0.3468194574368569,0.30519176800748365,10.7,28.4,12,4.8
410750000667,97394,41-Rural: Fringe,6-Not eligible for either TAS or SWP,184,95,9,14.87,193,630,0.736,0.5163043478260869,0.04891304347826087,NA,NA,NA,NA,NA,0.023310023310023312,0.23543123543123542,0.29603729603729606,17.7,28.9,7.8,7
410750000658,97394,41-Rural: Fringe,6-Not eligible for either TAS or SWP,77,40,4,20.21,193,624,0.736,0.5194805194805194,0.05194805194805195,7,30.6,44.4,16.7,8.3,0.023310023310023312,0.23543123543123542,0.29603729603729606,17.7,28.9,7.8,7
410750000658,97394,41-Rural: Fringe,6-Not eligible for either TAS or SWP,77,40,4,20.21,193,624,0.736,0.5194805194805194,0.05194805194805195,8,29.2,37.5,25,8.3,0.023310023310023312,0.23543123543123542,0.29603729603729606,17.7,28.9,7.8,7
410156000399,97520,22-Suburb: Mid-size,5-Eligible for Title I SWP provides SWP program,343,110,13,18.66,242,379,0.886,0.3206997084548105,0.037900874635568516,3,36.5,25.4,20.6,17.5,0,0.2727272727272727,0.2909090909090909,28.1,12.1,2.3,28
410156000399,97520,22-Suburb: Mid-size,5-Eligible for Title I SWP provides SWP program,343,110,13,18.66,242,379,0.886,0.3206997084548105,0.037900874635568516,4,27.5,35.3,13.7,23.5,0,0.2727272727272727,0.2909090909090909,28.1,12.1,2.3,28
410156000399,97520,22-Suburb: Mid-size,5-Eligible for Title I SWP provides SWP program,343,110,13,18.66,242,379,0.886,0.3206997084548105,0.037900874635568516,5,22,30.5,20.3,27.1,0,0.2727272727272727,0.2909090909090909,28.1,12.1,2.3,28
411082000815,97304,12-City: Mid-size,6-Not eligible for either TAS or SWP,679,263,46,23.02,183,769,0.902,0.3873343151693667,0.06774668630338733,6,22.5,34.9,23.9,18.7,0.06995073891625615,0.19146141215106732,0.16453201970443349,23,21.2,4.6,16
411082000815,97304,12-City: Mid-size,6-Not eligible for either TAS or SWP,679,263,46,23.02,183,769,0.902,0.3873343151693667,0.06774668630338733,7,24.9,43.6,17.8,13.7,0.06995073891625615,0.19146141215106732,0.16453201970443349,23,21.2,4.6,16
411082000815,97304,12-City: Mid-size,6-Not eligible for either TAS or SWP,679,263,46,23.02,183,769,0.902,0.3873343151693667,0.06774668630338733,8,25.5,35.8,24.1,14.6,0.06995073891625615,0.19146141215106732,0.16453201970443349,23,21.2,4.6,16
411299001371,97885,43-Rural: Remote,5-Eligible for Title I SWP provides SWP program,87,40,18,8.92,218,1088,0.891,0.45977011494252873,0.20689655172413793,3,27.3,36.4,18.2,18.2,0,0.3137254901960784,0.23529411764705882,11.9,34.1,6.3,1.9
411299001371,97885,43-Rural: Remote,5-Eligible for Title I SWP provides SWP program,87,40,18,8.92,218,1088,0.891,0.45977011494252873,0.20689655172413793,4,41.7,25,33.3,0,0,0.3137254901960784,0.23529411764705882,11.9,34.1,6.3,1.9
411299001371,97885,43-Rural: Remote,5-Eligible for Title I SWP provides SWP program,87,40,18,8.92,218,1088,0.891,0.45977011494252873,0.20689655172413793,5,9.1,45.5,18.2,27.3,0,0.3137254901960784,0.23529411764705882,11.9,34.1,6.3,1.9
411299001371,97885,43-Rural: Remote,5-Eligible for Title I SWP provides SWP program,87,40,18,8.92,218,1088,0.891,0.45977011494252873,0.20689655172413793,6,16.7,27.8,38.9,16.7,0,0.3137254901960784,0.23529411764705882,11.9,34.1,6.3,1.9
411299001147,97885,43-Rural: Remote,6-Not eligible for either TAS or SWP,94,26,5,12.13,218,1089,0.891,0.2765957446808511,0.05319148936170213,7,22.2,61.1,16.7,0,0,0.3137254901960784,0.23529411764705882,11.9,34.1,6.3,1.9
411299001147,97885,43-Rural: Remote,6-Not eligible for either TAS or SWP,94,26,5,12.13,218,1089,0.891,0.2765957446808511,0.05319148936170213,8,7.1,50,21.4,21.4,0,0.3137254901960784,0.23529411764705882,11.9,34.1,6.3,1.9
411052001397,97060,21-Suburb: Large,6-Not eligible for either TAS or SWP,602,248,71,22.08,259,2263,1,0.4119601328903654,0.11794019933554817,6,12,35.5,23,29.5,0.025380710659898477,0.26192893401015227,0.18527918781725888,16.8,25.9,8.9,4.9
411052001397,97060,21-Suburb: Large,6-Not eligible for either TAS or SWP,602,248,71,22.08,259,2263,1,0.4119601328903654,0.11794019933554817,7,9.4,41.5,25,24.1,0.025380710659898477,0.26192893401015227,0.18527918781725888,16.8,25.9,8.9,4.9
411052001397,97060,21-Suburb: Large,6-Not eligible for either TAS or SWP,602,248,71,22.08,259,2263,1,0.4119601328903654,0.11794019933554817,8,11,45.1,20.3,23.6,0.025380710659898477,0.26192893401015227,0.18527918781725888,16.8,25.9,8.9,4.9
410561000145,97027,21-Suburb: Large,6-Not eligible for either TAS or SWP,467,147,41,20.15,287,137,0.972,0.3147751605995717,0.08779443254817987,6,19.9,37.5,21.6,21,0.028079710144927536,0.23278985507246377,0.18568840579710144,13.6,30.6,9.6,5.8
410561000145,97027,21-Suburb: Large,6-Not eligible for either TAS or SWP,467,147,41,20.15,287,137,0.972,0.3147751605995717,0.08779443254817987,7,19.7,37.8,16.5,26,0.028079710144927536,0.23278985507246377,0.18568840579710144,13.6,30.6,9.6,5.8
410561000145,97027,21-Suburb: Large,6-Not eligible for either TAS or SWP,467,147,41,20.15,287,137,0.972,0.3147751605995717,0.08779443254817987,8,7.3,32.5,18.5,41.7,0.028079710144927536,0.23278985507246377,0.18568840579710144,13.6,30.6,9.6,5.8
411167000588,97478,41-Rural: Fringe,6-Not eligible for either TAS or SWP,171,59,11,22.8,388,558,0.88,0.34502923976608185,0.06432748538011696,3,16.7,29.2,37.5,16.7,0.014723926380368098,0.26134969325153373,0.3006134969325153,10.1,33.1,7.3,4.4
411167000588,97478,41-Rural: Fringe,6-Not eligible for either TAS or SWP,171,59,11,22.8,388,558,0.88,0.34502923976608185,0.06432748538011696,4,39.1,39.1,21.7,0,0.014723926380368098,0.26134969325153373,0.3006134969325153,10.1,33.1,7.3,4.4
411167000588,97478,41-Rural: Fringe,6-Not eligible for either TAS or SWP,171,59,11,22.8,388,558,0.88,0.34502923976608185,0.06432748538011696,5,25,50,16.7,8.3,0.014723926380368098,0.26134969325153373,0.3006134969325153,10.1,33.1,7.3,4.4
410674000454,97761,42-Rural: Distant,5-Eligible for Title I SWP provides SWP program,642,606,0,15.33,186,432,0.88,0.9439252336448598,0,3,8.6,21.4,27.1,42.9,NA,NA,NA,4.8,30,15.4,3.4
410674000454,97761,42-Rural: Distant,5-Eligible for Title I SWP provides SWP program,642,606,0,15.33,186,432,0.88,0.9439252336448598,0,4,9.4,21.9,25,43.8,NA,NA,NA,4.8,30,15.4,3.4
410674000454,97761,42-Rural: Distant,5-Eligible for Title I SWP provides SWP program,642,606,0,15.33,186,432,0.88,0.9439252336448598,0,5,0,17.5,12.7,69.8,NA,NA,NA,4.8,30,15.4,3.4
410674000454,97761,42-Rural: Distant,5-Eligible for Title I SWP provides SWP program,642,606,0,15.33,186,432,0.88,0.9439252336448598,0,6,0,13.4,17.9,68.7,NA,NA,NA,4.8,30,15.4,3.4
410674000454,97761,42-Rural: Distant,5-Eligible for Title I SWP provides SWP program,642,606,0,15.33,186,432,0.88,0.9439252336448598,0,7,0,23.9,23.9,52.1,NA,NA,NA,4.8,30,15.4,3.4
410674000454,97761,42-Rural: Distant,5-Eligible for Title I SWP provides SWP program,642,606,0,15.33,186,432,0.88,0.9439252336448598,0,8,1.6,13.1,26.2,59,NA,NA,NA,4.8,30,15.4,3.4
411098000170,97053,31-Town: Fringe,5-Eligible for Title I SWP provides SWP program,188,42,11,18.08,350,160,0.879,0.22340425531914893,0.05851063829787234,3,20.8,20.8,18.8,39.6,0.10457516339869281,0.13071895424836602,0.14705882352941177,11.5,34.7,3.1,4.9
411308000166,97146,33-Town: Remote,5-Eligible for Title I SWP provides SWP program,760,291,91,18.59,277,156,0.872,0.3828947368421053,0.11973684210526316,3,19.5,27.3,23.4,29.9,0.03627760252365931,0.2476340694006309,0.222397476340694,16.4,26.7,7.7,7.3
411308000166,97146,33-Town: Remote,5-Eligible for Title I SWP provides SWP program,760,291,91,18.59,277,156,0.872,0.3828947368421053,0.11973684210526316,4,20.8,22.1,28.6,28.6,0.03627760252365931,0.2476340694006309,0.222397476340694,16.4,26.7,7.7,7.3
411308000166,97146,33-Town: Remote,5-Eligible for Title I SWP provides SWP program,760,291,91,18.59,277,156,0.872,0.3828947368421053,0.11973684210526316,5,10.8,26.5,22.9,39.8,0.03627760252365931,0.2476340694006309,0.222397476340694,16.4,26.7,7.7,7.3
411308000166,97146,33-Town: Remote,5-Eligible for Title I SWP provides SWP program,760,291,91,18.59,277,156,0.872,0.3828947368421053,0.11973684210526316,6,15.2,31.5,32.6,20.7,0.03627760252365931,0.2476340694006309,0.222397476340694,16.4,26.7,7.7,7.3
411308000166,97146,33-Town: Remote,5-Eligible for Title I SWP provides SWP program,760,291,91,18.59,277,156,0.872,0.3828947368421053,0.11973684210526316,7,9.2,39.5,31.6,19.7,0.03627760252365931,0.2476340694006309,0.222397476340694,16.4,26.7,7.7,7.3
411308000166,97146,33-Town: Remote,5-Eligible for Title I SWP provides SWP program,760,291,91,18.59,277,156,0.872,0.3828947368421053,0.11973684210526316,8,11.1,38.9,27.8,22.2,0.03627760252365931,0.2476340694006309,0.222397476340694,16.4,26.7,7.7,7.3
411308000167,97146,41-Rural: Fringe,6-Not eligible for either TAS or SWP,283,77,24,20.39,266,157,0.872,0.27208480565371024,0.08480565371024736,NA,NA,NA,NA,NA,0.03627760252365931,0.2476340694006309,0.222397476340694,16.4,26.7,7.7,7.3
410801001310,97127,32-Town: Distant,5-Eligible for Title I SWP provides SWP program,410,224,37,17.89,250,1232,0.972,0.5463414634146342,0.09024390243902439,3,30.9,22.1,27.9,19.1,0,0.27403846153846156,0.18028846153846154,6.6,41,10,2.4
410801001310,97127,32-Town: Distant,5-Eligible for Title I SWP provides SWP program,410,224,37,17.89,250,1232,0.972,0.5463414634146342,0.09024390243902439,4,20,30,21.7,28.3,0,0.27403846153846156,0.18028846153846154,6.6,41,10,2.4
410801001310,97127,32-Town: Distant,5-Eligible for Title I SWP provides SWP program,410,224,37,17.89,250,1232,0.972,0.5463414634146342,0.09024390243902439,5,31.9,31.9,18.1,18.1,0,0.27403846153846156,0.18028846153846154,6.6,41,10,2.4
410951001107,97801,32-Town: Distant,6-Not eligible for either TAS or SWP,423,251,32,18.83,212,1049,0.912,0.5933806146572104,0.07565011820330969,3,30.2,12.8,29.1,27.9,0,0.2537313432835821,0.19402985074626866,12.3,27.7,7.4,6.9
410951001107,97801,32-Town: Distant,6-Not eligible for either TAS or SWP,423,251,32,18.83,212,1049,0.912,0.5933806146572104,0.07565011820330969,4,15.3,24.7,14.1,45.9,0,0.2537313432835821,0.19402985074626866,12.3,27.7,7.4,6.9
410951001107,97801,32-Town: Distant,6-Not eligible for either TAS or SWP,423,251,32,18.83,212,1049,0.912,0.5933806146572104,0.07565011820330969,5,11.7,20.8,26,41.6,0,0.2537313432835821,0.19402985074626866,12.3,27.7,7.4,6.9
411082000809,97303,12-City: Mid-size,5-Eligible for Title I SWP provides SWP program,381,320,25,16.55,137,763,0.902,0.8398950131233596,0.06561679790026247,3,8.2,23,26.2,42.6,0.029906542056074768,0.26114819759679575,0.19465954606141522,15.8,25.5,7.1,8.2
411082000809,97303,12-City: Mid-size,5-Eligible for Title I SWP provides SWP program,381,320,25,16.55,137,763,0.902,0.8398950131233596,0.06561679790026247,4,8.1,16.2,25.7,50,0.029906542056074768,0.26114819759679575,0.19465954606141522,15.8,25.5,7.1,8.2
411082000809,97303,12-City: Mid-size,5-Eligible for Title I SWP provides SWP program,381,320,25,16.55,137,763,0.902,0.8398950131233596,0.06561679790026247,5,11.8,23.5,32.4,32.4,0.029906542056074768,0.26114819759679575,0.19465954606141522,15.8,25.5,7.1,8.2
411353000842,97071,31-Town: Fringe,5-Eligible for Title I SWP provides SWP program,515,399,21,18.39,105,797,0.914,0.7747572815533981,0.040776699029126215,3,0,10.1,26.6,63.3,0.013780918727915195,0.3441696113074205,0.24664310954063604,9,25.4,12.6,4.6
411353000842,97071,31-Town: Fringe,5-Eligible for Title I SWP provides SWP program,515,399,21,18.39,105,797,0.914,0.7747572815533981,0.040776699029126215,4,1.2,8.3,16.7,73.8,0.013780918727915195,0.3441696113074205,0.24664310954063604,9,25.4,12.6,4.6
411353000842,97071,31-Town: Fringe,5-Eligible for Title I SWP provides SWP program,515,399,21,18.39,105,797,0.914,0.7747572815533981,0.040776699029126215,5,3.4,12.5,10.2,73.9,0.013780918727915195,0.3441696113074205,0.24664310954063604,9,25.4,12.6,4.6
410804000439,97501,13-City: Small,5-Eligible for Title I SWP provides SWP program,384,302,29,19.97,187,419,0.886,0.7864583333333334,0.07552083333333333,3,8,18,22,52,0.04105909439754413,0.24865694551036072,0.2229470452801228,10.5,29.2,10.4,6.7
410804000439,97501,13-City: Small,5-Eligible for Title I SWP provides SWP program,384,302,29,19.97,187,419,0.886,0.7864583333333334,0.07552083333333333,4,10.3,27.6,22.4,39.7,0.04105909439754413,0.24865694551036072,0.2229470452801228,10.5,29.2,10.4,6.7
410804000439,97501,13-City: Small,5-Eligible for Title I SWP provides SWP program,384,302,29,19.97,187,419,0.886,0.7864583333333334,0.07552083333333333,5,20.4,24.5,26.5,28.6,0.04105909439754413,0.24865694551036072,0.2229470452801228,10.5,29.2,10.4,6.7
410804000439,97501,13-City: Small,5-Eligible for Title I SWP provides SWP program,384,302,29,19.97,187,419,0.886,0.7864583333333334,0.07552083333333333,6,5,33.3,26.7,35,0.04105909439754413,0.24865694551036072,0.2229470452801228,10.5,29.2,10.4,6.7
410112000676,97321,13-City: Small,5-Eligible for Title I SWP provides SWP program,268,212,16,14.73,152,648,0.925,0.7910447761194029,0.05970149253731343,3,7.1,21.4,28.6,42.9,0.06628448584736654,0.18201361519168757,0.17269795772124685,22.1,20.8,5.2,14
410112000676,97321,13-City: Small,5-Eligible for Title I SWP provides SWP program,268,212,16,14.73,152,648,0.925,0.7910447761194029,0.05970149253731343,4,12.2,31.7,19.5,36.6,0.06628448584736654,0.18201361519168757,0.17269795772124685,22.1,20.8,5.2,14
410112000676,97321,13-City: Small,5-Eligible for Title I SWP provides SWP program,268,212,16,14.73,152,648,0.925,0.7910447761194029,0.05970149253731343,5,9.8,29.4,29.4,31.4,0.06628448584736654,0.18201361519168757,0.17269795772124685,22.1,20.8,5.2,14
411082001441,97303,22-Suburb: Mid-size,5-Eligible for Title I SWP provides SWP program,438,329,23,20.18,229,3374,0.902,0.7511415525114156,0.05251141552511415,3,4.1,4.1,30.1,61.6,0.029906542056074768,0.26114819759679575,0.19465954606141522,15.8,25.5,7.1,8.2
411082001441,97303,22-Suburb: Mid-size,5-Eligible for Title I SWP provides SWP program,438,329,23,20.18,229,3374,0.902,0.7511415525114156,0.05251141552511415,4,0,9,17.9,73.1,0.029906542056074768,0.26114819759679575,0.19465954606141522,15.8,25.5,7.1,8.2
411082001441,97303,22-Suburb: Mid-size,5-Eligible for Title I SWP provides SWP program,438,329,23,20.18,229,3374,0.902,0.7511415525114156,0.05251141552511415,5,8.6,23.5,17.3,50.6,0.029906542056074768,0.26114819759679575,0.19465954606141522,15.8,25.5,7.1,8.2
411089000096,97067,32-Town: Distant,5-Eligible for Title I SWP provides SWP program,219,53,17,22.08,267,88,0.972,0.2420091324200913,0.0776255707762557,3,32.4,23.5,32.4,11.8,0.05263157894736842,0.22009569377990432,0.23444976076555024,15.4,32.2,0.9,11.5
411089000096,97067,32-Town: Distant,5-Eligible for Title I SWP provides SWP program,219,53,17,22.08,267,88,0.972,0.2420091324200913,0.0776255707762557,4,38.7,19.4,29,12.9,0.05263157894736842,0.22009569377990432,0.23444976076555024,15.4,32.2,0.9,11.5
411089000096,97067,32-Town: Distant,5-Eligible for Title I SWP provides SWP program,219,53,17,22.08,267,88,0.972,0.2420091324200913,0.0776255707762557,5,22.5,37.5,25,15,0.05263157894736842,0.22009569377990432,0.23444976076555024,15.4,32.2,0.9,11.5
411089001453,97067,32-Town: Distant,6-Not eligible for either TAS or SWP,102,31,12,25.44,268,2392,0.972,0.30392156862745096,0.11764705882352941,6,17.6,47.1,23.5,11.8,0.05263157894736842,0.22009569377990432,0.23444976076555024,15.4,32.2,0.9,11.5
411089001453,97067,32-Town: Distant,6-Not eligible for either TAS or SWP,102,31,12,25.44,268,2392,0.972,0.30392156862745096,0.11764705882352941,7,3.8,50,38.5,7.7,0.05263157894736842,0.22009569377990432,0.23444976076555024,15.4,32.2,0.9,11.5
411089001453,97067,32-Town: Distant,6-Not eligible for either TAS or SWP,102,31,12,25.44,268,2392,0.972,0.30392156862745096,0.11764705882352941,8,27.3,48.5,18.2,6.1,0.05263157894736842,0.22009569377990432,0.23444976076555024,15.4,32.2,0.9,11.5
411353001731,97071,31-Town: Fringe,5-Eligible for Title I SWP provides SWP program,410,252,39,24.12,267,4541,0.914,0.6146341463414634,0.0951219512195122,NA,NA,NA,NA,NA,0.013780918727915195,0.3441696113074205,0.24664310954063604,9,25.4,12.6,4.6
410112000735,97321,13-City: Small,6-Not eligible for either TAS or SWP,1292,305,68,21.99,268,649,0.925,0.23606811145510836,0.05263157894736842,NA,NA,NA,NA,NA,0.06628448584736654,0.18201361519168757,0.17269795772124685,22.1,20.8,5.2,14
410600000994,97080,21-Suburb: Large,6-Not eligible for either TAS or SWP,284,212,35,19.45,285,940,0.996,0.7464788732394366,0.12323943661971831,3,26.9,17.3,28.8,26.9,0.04011030333416896,0.228127350213086,0.1647029330659313,16,26.1,4.9,9.1
410600000994,97080,21-Suburb: Large,6-Not eligible for either TAS or SWP,284,212,35,19.45,285,940,0.996,0.7464788732394366,0.12323943661971831,4,30,14,18,38,0.04011030333416896,0.228127350213086,0.1647029330659313,16,26.1,4.9,9.1
410600000994,97080,21-Suburb: Large,6-Not eligible for either TAS or SWP,284,212,35,19.45,285,940,0.996,0.7464788732394366,0.12323943661971831,5,16.3,34.7,24.5,24.5,0.04011030333416896,0.228127350213086,0.1647029330659313,16,26.1,4.9,9.1
410495001595,97487,31-Town: Fringe,6-Not eligible for either TAS or SWP,73,NA,NA,24.33,177,4045,0.88,NA,NA,NA,NA,NA,NA,NA,0,0.1875,0.25,13.7,29.3,5.5,5.1
411317000058,97068,21-Suburb: Large,6-Not eligible for either TAS or SWP,1866,139,42,24.57,504,51,0.972,0.0744908896034298,0.022508038585209004,NA,NA,NA,NA,NA,0.2772173913043478,0.10747826086956522,0.09391304347826086,33.7,12.8,0.9,22.6
410600000996,97080,21-Suburb: Large,6-Not eligible for either TAS or SWP,473,166,34,22.46,341,942,0.996,0.35095137420718814,0.07188160676532769,6,23.5,32.1,25.3,19.1,0.04011030333416896,0.228127350213086,0.1647029330659313,16,26.1,4.9,9.1
410600000996,97080,21-Suburb: Large,6-Not eligible for either TAS or SWP,473,166,34,22.46,341,942,0.996,0.35095137420718814,0.07188160676532769,7,20.8,43.4,15.7,20.1,0.04011030333416896,0.228127350213086,0.1647029330659313,16,26.1,4.9,9.1
410600000996,97080,21-Suburb: Large,6-Not eligible for either TAS or SWP,473,166,34,22.46,341,942,0.996,0.35095137420718814,0.07188160676532769,8,30.6,38.1,19.4,11.9,0.04011030333416896,0.228127350213086,0.1647029330659313,16,26.1,4.9,9.1
410630001095,97838,32-Town: Distant,5-Eligible for Title I SWP provides SWP program,583,395,83,17.67,232,1038,0.912,0.6775300171526587,0.1423670668953688,3,16.5,27.1,29.4,27.1,0,0.20833333333333334,0.16666666666666666,8.8,28.4,10.6,7.3
410630001095,97838,32-Town: Distant,5-Eligible for Title I SWP provides SWP program,583,395,83,17.67,232,1038,0.912,0.6775300171526587,0.1423670668953688,4,23.1,19.8,24.2,33,0,0.20833333333333334,0.16666666666666666,8.8,28.4,10.6,7.3
410630001095,97838,32-Town: Distant,5-Eligible for Title I SWP provides SWP program,583,395,83,17.67,232,1038,0.912,0.6775300171526587,0.1423670668953688,5,14.6,34.4,24,27.1,0,0.20833333333333334,0.16666666666666666,8.8,28.4,10.6,7.3
410394001036,97266,11-City: Large,5-Eligible for Title I SWP provides SWP program,404,297,41,20.2,195,979,1,0.7351485148514851,0.10148514851485149,3,8.5,25.4,23.9,42.3,0.01007994438651373,0.32047271463329857,0.2881473757386166,11.8,27.3,13,5.6
410394001036,97266,11-City: Large,5-Eligible for Title I SWP provides SWP program,404,297,41,20.2,195,979,1,0.7351485148514851,0.10148514851485149,4,11.1,16.7,25,47.2,0.01007994438651373,0.32047271463329857,0.2881473757386166,11.8,27.3,13,5.6
410394001036,97266,11-City: Large,5-Eligible for Title I SWP provides SWP program,404,297,41,20.2,195,979,1,0.7351485148514851,0.10148514851485149,5,23.1,20.5,26.9,29.5,0.01007994438651373,0.32047271463329857,0.2881473757386166,11.8,27.3,13,5.6
411082004191,97304,12-City: Mid-size,6-Not eligible for either TAS or SWP,1737,453,122,22.18,427,3463,0.902,0.2607944732297064,0.07023603914795624,NA,NA,NA,NA,NA,0.06995073891625615,0.19146141215106732,0.16453201970443349,23,21.2,4.6,16
411194000340,97479,33-Town: Remote,5-Eligible for Title I SWP provides SWP program,324,162,42,22.18,187,320,0.884,0.5,0.12962962962962962,4,14.7,25.5,22.5,37.3,0,0.2777777777777778,0.3888888888888889,5.1,32.2,11.3,4.2
411194000340,97479,33-Town: Remote,5-Eligible for Title I SWP provides SWP program,324,162,42,22.18,187,320,0.884,0.5,0.12962962962962962,5,20.7,25.2,26.1,27.9,0,0.2777777777777778,0.3888888888888889,5.1,32.2,11.3,4.2
411194000340,97479,33-Town: Remote,5-Eligible for Title I SWP provides SWP program,324,162,42,22.18,187,320,0.884,0.5,0.12962962962962962,6,17,45,22,16,0,0.2777777777777778,0.3888888888888889,5.1,32.2,11.3,4.2
411004000947,97225,13-City: Small,6-Not eligible for either TAS or SWP,822,53,13,17.84,747,898,0.999,0.06447688564476886,0.015815085158150853,6,49.1,32.2,13.6,5.1,0.24093816631130063,0.15223880597014924,0.12494669509594883,36.8,12.7,1.7,24.7
411004000947,97225,13-City: Small,6-Not eligible for either TAS or SWP,822,53,13,17.84,747,898,0.999,0.06447688564476886,0.015815085158150853,7,45.9,40.4,10.4,3.3,0.24093816631130063,0.15223880597014924,0.12494669509594883,36.8,12.7,1.7,24.7
411004000947,97225,13-City: Small,6-Not eligible for either TAS or SWP,822,53,13,17.84,747,898,0.999,0.06447688564476886,0.015815085158150853,8,47.5,35.8,8.3,8.3,0.24093816631130063,0.15223880597014924,0.12494669509594883,36.8,12.7,1.7,24.7
410192001231,97225,21-Suburb: Large,6-Not eligible for either TAS or SWP,347,39,7,15.14,677,1178,1.051,0.11239193083573487,0.020172910662824207,3,52.8,22.6,18.9,5.7,0.24093816631130063,0.15223880597014924,0.12494669509594883,36.8,12.7,1.7,24.7
410192001231,97225,21-Suburb: Large,6-Not eligible for either TAS or SWP,347,39,7,15.14,677,1178,1.051,0.11239193083573487,0.020172910662824207,4,47.8,29,13,10.1,0.24093816631130063,0.15223880597014924,0.12494669509594883,36.8,12.7,1.7,24.7
410192001231,97225,21-Suburb: Large,6-Not eligible for either TAS or SWP,347,39,7,15.14,677,1178,1.051,0.11239193083573487,0.020172910662824207,5,40.8,36.7,8.2,14.3,0.24093816631130063,0.15223880597014924,0.12494669509594883,36.8,12.7,1.7,24.7
410002301168,97124,41-Rural: Fringe,6-Not eligible for either TAS or SWP,375,117,17,18.63,425,1111,1.053,0.312,0.04533333333333334,3,22.6,17,18.9,41.5,0.101159114857745,0.19430979978925184,0.13382507903055849,22,18.9,5.6,22
410002301168,97124,41-Rural: Fringe,6-Not eligible for either TAS or SWP,375,117,17,18.63,425,1111,1.053,0.312,0.04533333333333334,4,33.3,22.2,17.8,26.7,0.101159114857745,0.19430979978925184,0.13382507903055849,22,18.9,5.6,22
410002301168,97124,41-Rural: Fringe,6-Not eligible for either TAS or SWP,375,117,17,18.63,425,1111,1.053,0.312,0.04533333333333334,5,16,34,20,30,0.101159114857745,0.19430979978925184,0.13382507903055849,22,18.9,5.6,22
410002301168,97124,41-Rural: Fringe,6-Not eligible for either TAS or SWP,375,117,17,18.63,425,1111,1.053,0.312,0.04533333333333334,6,43.1,31.4,9.8,15.7,0.101159114857745,0.19430979978925184,0.13382507903055849,22,18.9,5.6,22
410166001114,97886,42-Rural: Distant,6-Not eligible for either TAS or SWP,255,105,33,20.45,251,1055,0.912,0.4117647058823529,0.12941176470588237,4,36.4,18.2,18.2,27.3,0,0.34210526315789475,0.4473684210526316,8.1,34.2,10.3,6.3
410166001114,97886,42-Rural: Distant,6-Not eligible for either TAS or SWP,255,105,33,20.45,251,1055,0.912,0.4117647058823529,0.12941176470588237,5,16,36,16,32,0,0.34210526315789475,0.4473684210526316,8.1,34.2,10.3,6.3
410166001114,97886,42-Rural: Distant,6-Not eligible for either TAS or SWP,255,105,33,20.45,251,1055,0.912,0.4117647058823529,0.12941176470588237,6,12.8,31.9,25.5,29.8,0,0.34210526315789475,0.4473684210526316,8.1,34.2,10.3,6.3
