ncessch,zip,locale,title1_status,total_n,fr_lnch_n,red_lnch_n,pupil_tch_ratio,ipr_est,st_schid,lea_cwiftest,fr_lnch_prop,red_lnch_prop,enrl_grd,percent_level_4,percent_level_3,percent_level_2,percent_level_1,wealth_prop,mid_prop,pov_prop,bachelors_pct,high_school,no_diploma_pct,high_ed
411145000852,97381,41-Rural: Fringe,6-Not eligible for either TAS or SWP,183,NA,NA,23.02,403,807,0.918,NA,NA,7,21.1,52.6,15.8,10.5,0.06928104575163399,0.19084967320261437,0.1542483660130719,18.6,24.5,4.6,11.4
411145000852,97381,41-Rural: Fringe,6-Not eligible for either TAS or SWP,183,NA,NA,23.02,403,807,0.918,NA,NA,8,43.8,31.3,0,25,0.06928104575163399,0.19084967320261437,0.1542483660130719,18.6,24.5,4.6,11.4
410291000475,97348,42-Rural: Distant,5-Eligible for Title I SWP provides SWP program,327,152,29,17.91,223,1311,0.936,0.4648318042813456,0.08868501529051988,3,32.4,24.3,16.2,27,0.045454545454545456,0.21428571428571427,0.16233766233766234,12.9,24.6,6.7,10.7
410291000475,97348,42-Rural: Distant,5-Eligible for Title I SWP provides SWP program,327,152,29,17.91,223,1311,0.936,0.4648318042813456,0.08868501529051988,4,7.1,31,31,31,0.045454545454545456,0.21428571428571427,0.16233766233766234,12.9,24.6,6.7,10.7
410291000475,97348,42-Rural: Distant,5-Eligible for Title I SWP provides SWP program,327,152,29,17.91,223,1311,0.936,0.4648318042813456,0.08868501529051988,5,23.1,21.2,21.2,34.6,0.045454545454545456,0.21428571428571427,0.16233766233766234,12.9,24.6,6.7,10.7
410291000475,97348,42-Rural: Distant,5-Eligible for Title I SWP provides SWP program,327,152,29,17.91,223,1311,0.936,0.4648318042813456,0.08868501529051988,6,10.6,31.9,29.8,27.7,0.045454545454545456,0.21428571428571427,0.16233766233766234,12.9,24.6,6.7,10.7
410291000729,97348,42-Rural: Distant,6-Not eligible for either TAS or SWP,332,143,27,18.77,261,687,0.936,0.4307228915662651,0.08132530120481928,7,28.6,30.6,28.6,12.2,0.045454545454545456,0.21428571428571427,0.16233766233766234,12.9,24.6,6.7,10.7
410291000729,97348,42-Rural: Distant,6-Not eligible for either TAS or SWP,332,143,27,18.77,261,687,0.936,0.4307228915662651,0.08132530120481928,8,15.4,30.8,34.6,19.2,0.045454545454545456,0.21428571428571427,0.16233766233766234,12.9,24.6,6.7,10.7
410804004187,97501,13-City: Small,5-Eligible for Title I SWP provides SWP program,179,126,11,12.34,192,3554,0.886,0.7039106145251397,0.061452513966480445,NA,NA,NA,NA,NA,0.04105909439754413,0.24865694551036072,0.2229470452801228,10.5,29.2,10.4,6.7
410816001116,97862,23-Suburb: Small,5-Eligible for Title I SWP provides SWP program,421,265,58,18.87,204,1057,0.912,0.6294536817102138,0.1377672209026128,6,4.8,28.6,25.4,41.3,0,0.27710843373493976,0.2891566265060241,7.8,27.5,12,5.5
410816001116,97862,23-Suburb: Small,5-Eligible for Title I SWP provides SWP program,421,265,58,18.87,204,1057,0.912,0.6294536817102138,0.1377672209026128,7,10.8,35.3,23.7,30.2,0,0.27710843373493976,0.2891566265060241,7.8,27.5,12,5.5
410816001116,97862,23-Suburb: Small,5-Eligible for Title I SWP provides SWP program,421,265,58,18.87,204,1057,0.912,0.6294536817102138,0.1377672209026128,8,8.8,28.7,26.5,36,0,0.27710843373493976,0.2891566265060241,7.8,27.5,12,5.5
410294000402,97502,22-Suburb: Mid-size,5-Eligible for Title I SWP provides SWP program,549,290,55,22.69,233,382,0.886,0.5282331511839709,0.10018214936247723,3,8.5,34.1,26.8,30.5,0.009115770282588878,0.33546034639927075,0.2725615314494075,12,33.6,7.8,6.7
410294000402,97502,22-Suburb: Mid-size,5-Eligible for Title I SWP provides SWP program,549,290,55,22.69,233,382,0.886,0.5282331511839709,0.10018214936247723,4,14.8,21,22.2,42,0.009115770282588878,0.33546034639927075,0.2725615314494075,12,33.6,7.8,6.7
410294000402,97502,22-Suburb: Mid-size,5-Eligible for Title I SWP provides SWP program,549,290,55,22.69,233,382,0.886,0.5282331511839709,0.10018214936247723,5,13.3,26.7,30,30,0.009115770282588878,0.33546034639927075,0.2725615314494075,12,33.6,7.8,6.7
410002301248,97123,12-City: Mid-size,6-Not eligible for either TAS or SWP,1564,405,150,22.58,474,1368,1.053,0.25895140664961636,0.0959079283887468,NA,NA,NA,NA,NA,0.06018210082167444,0.23584277148567623,0.17210748389962247,18.6,22.4,8.5,10
410474001604,97402,12-City: Mid-size,5-Eligible for Title I SWP provides SWP program,415,296,26,15.96,231,4146,0.879,0.7132530120481928,0.06265060240963856,3,15.6,20.3,21.9,42.2,0.020972574325881538,0.3060613044480295,0.2867020050702927,14.5,25.4,7.1,7.3
410474001604,97402,12-City: Mid-size,5-Eligible for Title I SWP provides SWP program,415,296,26,15.96,231,4146,0.879,0.7132530120481928,0.06265060240963856,4,21.1,19.7,23.9,35.2,0.020972574325881538,0.3060613044480295,0.2867020050702927,14.5,25.4,7.1,7.3
410474001604,97402,12-City: Mid-size,5-Eligible for Title I SWP provides SWP program,415,296,26,15.96,231,4146,0.879,0.7132530120481928,0.06265060240963856,5,16.7,38.3,20,25,0.020972574325881538,0.3060613044480295,0.2867020050702927,14.5,25.4,7.1,7.3
411004000884,97203,11-City: Large,5-Eligible for Title I SWP provides SWP program,550,460,21,14.77,292,841,0.999,0.8363636363636363,0.038181818181818185,3,20,12,12,56,0.031151419558359622,0.2634069400630915,0.23146687697160884,20.7,22.6,7.5,15.2
411004000884,97203,11-City: Large,5-Eligible for Title I SWP provides SWP program,550,460,21,14.77,292,841,0.999,0.8363636363636363,0.038181818181818185,4,12.2,14.3,14.3,59.2,0.031151419558359622,0.2634069400630915,0.23146687697160884,20.7,22.6,7.5,15.2
411004000884,97203,11-City: Large,5-Eligible for Title I SWP provides SWP program,550,460,21,14.77,292,841,0.999,0.8363636363636363,0.038181818181818185,5,8.6,21.4,28.6,41.4,0.031151419558359622,0.2634069400630915,0.23146687697160884,20.7,22.6,7.5,15.2
411004000884,97203,11-City: Large,5-Eligible for Title I SWP provides SWP program,550,460,21,14.77,292,841,0.999,0.8363636363636363,0.038181818181818185,6,2.7,20.3,23,54.1,0.031151419558359622,0.2634069400630915,0.23146687697160884,20.7,22.6,7.5,15.2
411004000884,97203,11-City: Large,5-Eligible for Title I SWP provides SWP program,550,460,21,14.77,292,841,0.999,0.8363636363636363,0.038181818181818185,7,6.1,8.2,30.6,55.1,0.031151419558359622,0.2634069400630915,0.23146687697160884,20.7,22.6,7.5,15.2
411004000884,97203,11-City: Large,5-Eligible for Title I SWP provides SWP program,550,460,21,14.77,292,841,0.999,0.8363636363636363,0.038181818181818185,8,1.8,14.5,21.8,61.8,0.031151419558359622,0.2634069400630915,0.23146687697160884,20.7,22.6,7.5,15.2
411082001826,97305,41-Rural: Fringe,5-Eligible for Title I SWP provides SWP program,579,468,21,19.48,235,5064,0.902,0.8082901554404145,0.03626943005181347,3,10,17.8,15.6,56.7,0.010594315245478035,0.33281653746770024,0.2648578811369509,9.8,28.7,11.9,4.3
411082001826,97305,41-Rural: Fringe,5-Eligible for Title I SWP provides SWP program,579,468,21,19.48,235,5064,0.902,0.8082901554404145,0.03626943005181347,4,12.9,17.8,34.7,34.7,0.010594315245478035,0.33281653746770024,0.2648578811369509,9.8,28.7,11.9,4.3
411082001826,97305,41-Rural: Fringe,5-Eligible for Title I SWP provides SWP program,579,468,21,19.48,235,5064,0.902,0.8082901554404145,0.03626943005181347,5,6.1,22.2,24.2,47.5,0.010594315245478035,0.33281653746770024,0.2648578811369509,9.8,28.7,11.9,4.3
411004000882,97210,11-City: Large,6-Not eligible for either TAS or SWP,484,126,17,19.65,942,839,0.999,0.2603305785123967,0.03512396694214876,3,53.3,16,14.7,16,0.3001893939393939,0.1534090909090909,0.125,38.5,5.2,1.6,37.8
411004000882,97210,11-City: Large,6-Not eligible for either TAS or SWP,484,126,17,19.65,942,839,0.999,0.2603305785123967,0.03512396694214876,4,44.9,16.9,16.9,21.3,0.3001893939393939,0.1534090909090909,0.125,38.5,5.2,1.6,37.8
411004000882,97210,11-City: Large,6-Not eligible for either TAS or SWP,484,126,17,19.65,942,839,0.999,0.2603305785123967,0.03512396694214876,5,42.9,38.5,6.6,12.1,0.3001893939393939,0.1534090909090909,0.125,38.5,5.2,1.6,37.8
411082001342,97304,12-City: Mid-size,6-Not eligible for either TAS or SWP,385,122,17,19.95,426,1244,0.902,0.3168831168831169,0.04415584415584416,3,28.8,16.9,27.1,27.1,0.06995073891625615,0.19146141215106732,0.16453201970443349,23,21.2,4.6,16
411082001342,97304,12-City: Mid-size,6-Not eligible for either TAS or SWP,385,122,17,19.95,426,1244,0.902,0.3168831168831169,0.04415584415584416,4,27.5,31.4,17.6,23.5,0.06995073891625615,0.19146141215106732,0.16453201970443349,23,21.2,4.6,16
411082001342,97304,12-City: Mid-size,6-Not eligible for either TAS or SWP,385,122,17,19.95,426,1244,0.902,0.3168831168831169,0.04415584415584416,5,32.1,28.6,17.9,21.4,0.06995073891625615,0.19146141215106732,0.16453201970443349,23,21.2,4.6,16
410474001344,97405,12-City: Mid-size,6-Not eligible for either TAS or SWP,342,34,7,20.96,340,1240,0.879,0.09941520467836257,0.02046783625730994,3,39,30.5,23.7,6.8,0.11479910157224857,0.1761916645869728,0.19665585225854754,29.3,13.1,2.4,27.7
410474001344,97405,12-City: Mid-size,6-Not eligible for either TAS or SWP,342,34,7,20.96,340,1240,0.879,0.09941520467836257,0.02046783625730994,4,59.6,30.8,5.8,3.8,0.11479910157224857,0.1761916645869728,0.19665585225854754,29.3,13.1,2.4,27.7
410474001344,97405,12-City: Mid-size,6-Not eligible for either TAS or SWP,342,34,7,20.96,340,1240,0.879,0.09941520467836257,0.02046783625730994,5,54.4,33.3,10.5,1.8,0.11479910157224857,0.1761916645869728,0.19665585225854754,29.3,13.1,2.4,27.7
411224001190,97223,21-Suburb: Large,5-Eligible for Title I SWP provides SWP program,477,139,37,18.3,359,1136,1.049,0.2914046121593291,0.07756813417190776,3,25.3,24,33.3,17.3,0.10749551166965889,0.2013016157989228,0.1481149012567325,27.6,16.2,3.7,16
411224001190,97223,21-Suburb: Large,5-Eligible for Title I SWP provides SWP program,477,139,37,18.3,359,1136,1.049,0.2914046121593291,0.07756813417190776,4,38.8,32.9,11.8,16.5,0.10749551166965889,0.2013016157989228,0.1481149012567325,27.6,16.2,3.7,16
411224001190,97223,21-Suburb: Large,5-Eligible for Title I SWP provides SWP program,477,139,37,18.3,359,1136,1.049,0.2914046121593291,0.07756813417190776,5,27.8,34.7,20.8,16.7,0.10749551166965889,0.2013016157989228,0.1481149012567325,27.6,16.2,3.7,16
410192001211,97007,13-City: Small,5-Eligible for Title I SWP provides SWP program,491,258,47,15.97,431,1159,1.051,0.5254582484725051,0.09572301425661914,3,19.1,24.5,33,23.4,0.15308370044052863,0.15704845814977975,0.12158590308370044,26.8,20,4,14.5
410192001211,97007,13-City: Small,5-Eligible for Title I SWP provides SWP program,491,258,47,15.97,431,1159,1.051,0.5254582484725051,0.09572301425661914,4,14.5,21.1,23.7,40.8,0.15308370044052863,0.15704845814977975,0.12158590308370044,26.8,20,4,14.5
410192001211,97007,13-City: Small,5-Eligible for Title I SWP provides SWP program,491,258,47,15.97,431,1159,1.051,0.5254582484725051,0.09572301425661914,5,21.1,27.6,21.1,30.3,0.15308370044052863,0.15704845814977975,0.12158590308370044,26.8,20,4,14.5
410872001309,97132,31-Town: Fringe,6-Not eligible for either TAS or SWP,619,159,31,24.39,377,1336,0.972,0.2568659127625202,0.050080775444264945,6,14.6,34.1,30.7,20.5,0.06941907197661673,0.20168067226890757,0.16331750091340885,18.9,27.2,5.8,11.5
410872001309,97132,31-Town: Fringe,6-Not eligible for either TAS or SWP,619,159,31,24.39,377,1336,0.972,0.2568659127625202,0.050080775444264945,7,17.9,37,21.7,23.4,0.06941907197661673,0.20168067226890757,0.16331750091340885,18.9,27.2,5.8,11.5
410872001309,97132,31-Town: Fringe,6-Not eligible for either TAS or SWP,619,159,31,24.39,377,1336,0.972,0.2568659127625202,0.050080775444264945,8,16.6,38.7,25.4,19.3,0.06941907197661673,0.20168067226890757,0.16331750091340885,18.9,27.2,5.8,11.5
410348000033,97330,13-City: Small,6-Not eligible for either TAS or SWP,604,153,40,22.72,284,28,0.875,0.2533112582781457,0.06622516556291391,6,29.8,37,17.8,15.4,0.11283185840707964,0.18078381795195955,0.2127054361567636,28.3,11.7,3.2,30.3
410348000033,97330,13-City: Small,6-Not eligible for either TAS or SWP,604,153,40,22.72,284,28,0.875,0.2533112582781457,0.06622516556291391,7,26.4,43.8,13.9,15.9,0.11283185840707964,0.18078381795195955,0.2127054361567636,28.3,11.7,3.2,30.3
410348000033,97330,13-City: Small,6-Not eligible for either TAS or SWP,604,153,40,22.72,284,28,0.875,0.2533112582781457,0.06622516556291391,8,35,32.8,23,9.3,0.11283185840707964,0.18078381795195955,0.2127054361567636,28.3,11.7,3.2,30.3
410004801151,97058,33-Town: Remote,5-Eligible for Title I SWP provides SWP program,459,378,29,17.33,217,1093,0.88,0.8235294117647058,0.06318082788671024,3,6,19.4,29.9,44.8,0.0306178239475123,0.28212137780207763,0.2476763258611263,11.7,27.6,9.1,7.5
410004801151,97058,33-Town: Remote,5-Eligible for Title I SWP provides SWP program,459,378,29,17.33,217,1093,0.88,0.8235294117647058,0.06318082788671024,4,12,25.3,22.7,40,0.0306178239475123,0.28212137780207763,0.2476763258611263,11.7,27.6,9.1,7.5
410004801151,97058,33-Town: Remote,5-Eligible for Title I SWP provides SWP program,459,378,29,17.33,217,1093,0.88,0.8235294117647058,0.06318082788671024,5,12.6,29.9,28.7,28.7,0.0306178239475123,0.28212137780207763,0.2476763258611263,11.7,27.6,9.1,7.5
410394001025,97216,11-City: Large,5-Eligible for Title I SWP provides SWP program,439,276,59,17.56,266,972,1,0.6287015945330297,0.13439635535307518,3,33.3,27.3,22.7,16.7,0.01588447653429603,0.29530685920577615,0.2483754512635379,15.7,25.3,7.9,9.3
410394001025,97216,11-City: Large,5-Eligible for Title I SWP provides SWP program,439,276,59,17.56,266,972,1,0.6287015945330297,0.13439635535307518,4,30.3,30.3,18.4,21.1,0.01588447653429603,0.29530685920577615,0.2483754512635379,15.7,25.3,7.9,9.3
410394001025,97216,11-City: Large,5-Eligible for Title I SWP provides SWP program,439,276,59,17.56,266,972,1,0.6287015945330297,0.13439635535307518,5,34.4,35.9,17.2,12.5,0.01588447653429603,0.29530685920577615,0.2483754512635379,15.7,25.3,7.9,9.3
411004000883,97217,11-City: Large,6-Not eligible for either TAS or SWP,358,104,19,20.48,389,840,0.999,0.2905027932960894,0.05307262569832402,3,33.3,26.3,12.3,28.1,0.06688851913477538,0.2286189683860233,0.19933444259567387,27,16.6,5.1,17.6
411004000883,97217,11-City: Large,6-Not eligible for either TAS or SWP,358,104,19,20.48,389,840,0.999,0.2905027932960894,0.05307262569832402,4,37.7,18,11.5,32.8,0.06688851913477538,0.2286189683860233,0.19933444259567387,27,16.6,5.1,17.6
411004000883,97217,11-City: Large,6-Not eligible for either TAS or SWP,358,104,19,20.48,389,840,0.999,0.2905027932960894,0.05307262569832402,5,20.3,30.5,20.3,28.8,0.06688851913477538,0.2286189683860233,0.19933444259567387,27,16.6,5.1,17.6
411158001677,97434,42-Rural: Distant,6-Not eligible for either TAS or SWP,54,NA,NA,10.38,200,4395,0.879,NA,NA,5,NA,NA,NA,NA,0,0.2698412698412698,0.2857142857142857,7.4,40.3,12.2,5.4
411158001677,97434,42-Rural: Distant,6-Not eligible for either TAS or SWP,54,NA,NA,10.38,200,4395,0.879,NA,NA,6,NA,NA,NA,NA,0,0.2698412698412698,0.2857142857142857,7.4,40.3,12.2,5.4
411158001677,97434,42-Rural: Distant,6-Not eligible for either TAS or SWP,54,NA,NA,10.38,200,4395,0.879,NA,NA,7,NA,NA,NA,NA,0,0.2698412698412698,0.2857142857142857,7.4,40.3,12.2,5.4
411158001677,97434,42-Rural: Distant,6-Not eligible for either TAS or SWP,54,NA,NA,10.38,200,4395,0.879,NA,NA,8,NA,NA,NA,NA,0,0.2698412698412698,0.2857142857142857,7.4,40.3,12.2,5.4
410702000492,97624,43-Rural: Remote,5-Eligible for Title I SWP provides SWP program,204,169,9,16.75,165,468,0.85,0.8284313725490197,0.04411764705882353,3,4.2,12.5,16.7,66.7,0,0.23275862068965517,0.25,9.2,28.7,9.3,4.5
410702000492,97624,43-Rural: Remote,5-Eligible for Title I SWP provides SWP program,204,169,9,16.75,165,468,0.85,0.8284313725490197,0.04411764705882353,4,11.8,17.6,17.6,52.9,0,0.23275862068965517,0.25,9.2,28.7,9.3,4.5
410702000492,97624,43-Rural: Remote,5-Eligible for Title I SWP provides SWP program,204,169,9,16.75,165,468,0.85,0.8284313725490197,0.04411764705882353,5,7.7,19.2,26.9,46.2,0,0.23275862068965517,0.25,9.2,28.7,9.3,4.5
410702000492,97624,43-Rural: Remote,5-Eligible for Title I SWP provides SWP program,204,169,9,16.75,165,468,0.85,0.8284313725490197,0.04411764705882353,6,4,24,40,32,0,0.23275862068965517,0.25,9.2,28.7,9.3,4.5
410702000508,97624,43-Rural: Remote,5-Eligible for Title I SWP provides SWP program,125,95,6,11.96,172,483,0.85,0.76,0.048,7,7.1,28.6,35.7,28.6,0,0.23275862068965517,0.25,9.2,28.7,9.3,4.5
410702000508,97624,43-Rural: Remote,5-Eligible for Title I SWP provides SWP program,125,95,6,11.96,172,483,0.85,0.76,0.048,8,4,32,44,20,0,0.23275862068965517,0.25,9.2,28.7,9.3,4.5
410474001858,97405,12-City: Mid-size,6-Not eligible for either TAS or SWP,61,NA,NA,20.33,511,5408,0.879,NA,NA,3,NA,NA,NA,NA,0.11479910157224857,0.1761916645869728,0.19665585225854754,29.3,13.1,2.4,27.7
410474001858,97405,12-City: Mid-size,6-Not eligible for either TAS or SWP,61,NA,NA,20.33,511,5408,0.879,NA,NA,4,NA,NA,NA,NA,0.11479910157224857,0.1761916645869728,0.19665585225854754,29.3,13.1,2.4,27.7
410474001858,97405,12-City: Mid-size,6-Not eligible for either TAS or SWP,61,NA,NA,20.33,511,5408,0.879,NA,NA,5,NA,NA,NA,NA,0.11479910157224857,0.1761916645869728,0.19665585225854754,29.3,13.1,2.4,27.7
410474000575,97405,12-City: Mid-size,6-Not eligible for either TAS or SWP,1120,422,139,23.44,198,540,0.879,0.3767857142857143,0.12410714285714286,NA,NA,NA,NA,NA,0.11479910157224857,0.1761916645869728,0.19665585225854754,29.3,13.1,2.4,27.7
410002301535,97123,12-City: Mid-size,6-Not eligible for either TAS or SWP,190,11,0,18.54,368,4206,1.053,0.05789473684210526,0,3,16.7,41.7,16.7,25,0.06018210082167444,0.23584277148567623,0.17210748389962247,18.6,22.4,8.5,10
410002301535,97123,12-City: Mid-size,6-Not eligible for either TAS or SWP,190,11,0,18.54,368,4206,1.053,0.05789473684210526,0,4,15.8,21.1,21.1,42.1,0.06018210082167444,0.23584277148567623,0.17210748389962247,18.6,22.4,8.5,10
410002301535,97123,12-City: Mid-size,6-Not eligible for either TAS or SWP,190,11,0,18.54,368,4206,1.053,0.05789473684210526,0,5,8,40,28,24,0.06018210082167444,0.23584277148567623,0.17210748389962247,18.6,22.4,8.5,10
410002301535,97123,12-City: Mid-size,6-Not eligible for either TAS or SWP,190,11,0,18.54,368,4206,1.053,0.05789473684210526,0,6,4.2,25,33.3,37.5,0.06018210082167444,0.23584277148567623,0.17210748389962247,18.6,22.4,8.5,10
410002301535,97123,12-City: Mid-size,6-Not eligible for either TAS or SWP,190,11,0,18.54,368,4206,1.053,0.05789473684210526,0,7,9.1,18.2,54.5,18.2,0.06018210082167444,0.23584277148567623,0.17210748389962247,18.6,22.4,8.5,10
410002301535,97123,12-City: Mid-size,6-Not eligible for either TAS or SWP,190,11,0,18.54,368,4206,1.053,0.05789473684210526,0,8,10,50,20,20,0.06018210082167444,0.23584277148567623,0.17210748389962247,18.6,22.4,8.5,10
410933001793,97045,21-Suburb: Large,6-Not eligible for either TAS or SWP,194,46,11,17.9,307,4802,0.972,0.23711340206185566,0.05670103092783505,8,0,48.5,21.2,30.3,0.0672463768115942,0.18492753623188407,0.15285024154589372,16.9,28.9,5.6,7.9
410883000093,97015,21-Suburb: Large,6-Not eligible for either TAS or SWP,2564,302,120,30.32,349,85,0.972,0.11778471138845553,0.046801872074883,NA,NA,NA,NA,NA,0.057053009883198565,0.23539982030548068,0.17026055705300988,19.8,22.9,7.7,9.7
410883001544,97086,21-Suburb: Large,6-Not eligible for either TAS or SWP,297,NA,NA,43.55,179,4226,0.972,NA,NA,NA,NA,NA,NA,NA,0.16266109369557646,0.1664925113200975,0.14350400557297108,24.9,20.6,4,19
410470000139,97023,31-Town: Fringe,5-Eligible for Title I SWP provides SWP program,409,140,40,18.8,283,131,0.972,0.3422982885085575,0.097799511002445,3,15,23.3,25,36.7,0.034448818897637797,0.2076771653543307,0.1702755905511811,9.3,33.9,8.7,6.4
410470000139,97023,31-Town: Fringe,5-Eligible for Title I SWP provides SWP program,409,140,40,18.8,283,131,0.972,0.3422982885085575,0.097799511002445,4,14,30.2,26.7,29.1,0.034448818897637797,0.2076771653543307,0.1702755905511811,9.3,33.9,8.7,6.4
410470000139,97023,31-Town: Fringe,5-Eligible for Title I SWP provides SWP program,409,140,40,18.8,283,131,0.972,0.3422982885085575,0.097799511002445,5,21.9,28.8,28.8,20.5,0.034448818897637797,0.2076771653543307,0.1702755905511811,9.3,33.9,8.7,6.4
410883001543,97015,21-Suburb: Large,6-Not eligible for either TAS or SWP,445,NA,NA,28.16,226,4223,0.972,NA,NA,3,20,0,40,40,0.057053009883198565,0.23539982030548068,0.17026055705300988,19.8,22.9,7.7,9.7
410883001543,97015,21-Suburb: Large,6-Not eligible for either TAS or SWP,445,NA,NA,28.16,226,4223,0.972,NA,NA,4,30.8,0,46.2,23.1,0.057053009883198565,0.23539982030548068,0.17026055705300988,19.8,22.9,7.7,9.7
410883001543,97015,21-Suburb: Large,6-Not eligible for either TAS or SWP,445,NA,NA,28.16,226,4223,0.972,NA,NA,5,27.8,27.8,27.8,16.7,0.057053009883198565,0.23539982030548068,0.17026055705300988,19.8,22.9,7.7,9.7
410883001543,97015,21-Suburb: Large,6-Not eligible for either TAS or SWP,445,NA,NA,28.16,226,4223,0.972,NA,NA,6,9.1,45.5,18.2,27.3,0.057053009883198565,0.23539982030548068,0.17026055705300988,19.8,22.9,7.7,9.7
410883001543,97015,21-Suburb: Large,6-Not eligible for either TAS or SWP,445,NA,NA,28.16,226,4223,0.972,NA,NA,7,3.7,48.1,33.3,14.8,0.057053009883198565,0.23539982030548068,0.17026055705300988,19.8,22.9,7.7,9.7
410883001543,97015,21-Suburb: Large,6-Not eligible for either TAS or SWP,445,NA,NA,28.16,226,4223,0.972,NA,NA,8,18.9,22.6,28.3,30.2,0.057053009883198565,0.23539982030548068,0.17026055705300988,19.8,22.9,7.7,9.7
411082001440,97303,22-Suburb: Mid-size,5-Eligible for Title I SWP provides SWP program,989,657,75,23.18,221,3373,0.902,0.6643073811931244,0.07583417593528817,6,11.6,25,29.9,33.5,0.029906542056074768,0.26114819759679575,0.19465954606141522,15.8,25.5,7.1,8.2
411082001440,97303,22-Suburb: Mid-size,5-Eligible for Title I SWP provides SWP program,989,657,75,23.18,221,3373,0.902,0.6643073811931244,0.07583417593528817,7,6.1,34,31.4,28.5,0.029906542056074768,0.26114819759679575,0.19465954606141522,15.8,25.5,7.1,8.2
411082001440,97303,22-Suburb: Mid-size,5-Eligible for Title I SWP provides SWP program,989,657,75,23.18,221,3373,0.902,0.6643073811931244,0.07583417593528817,8,7.3,38.4,31.8,22.5,0.029906542056074768,0.26114819759679575,0.19465954606141522,15.8,25.5,7.1,8.2
411260001090,97882,32-Town: Distant,5-Eligible for Title I SWP provides SWP program,338,247,36,18.78,131,1031,0.912,0.7307692307692307,0.10650887573964497,6,4.7,28.3,33.1,33.9,0,0.29464285714285715,0.23214285714285715,4.6,34.1,15.3,2.6
411260001090,97882,32-Town: Distant,5-Eligible for Title I SWP provides SWP program,338,247,36,18.78,131,1031,0.912,0.7307692307692307,0.10650887573964497,7,3.6,28.6,31.3,36.6,0,0.29464285714285715,0.23214285714285715,4.6,34.1,15.3,2.6
411260001090,97882,32-Town: Distant,5-Eligible for Title I SWP provides SWP program,338,247,36,18.78,131,1031,0.912,0.7307692307692307,0.10650887573964497,8,4.3,27.7,34,34,0,0.29464285714285715,0.23214285714285715,4.6,34.1,15.3,2.6
410831000101,97042,41-Rural: Fringe,6-Not eligible for either TAS or SWP,172,39,8,17.15,335,93,0.972,0.22674418604651161,0.046511627906976744,3,36.7,26.7,33.3,3.3,0.08633093525179857,0.19784172661870503,0.14388489208633093,12.3,33.3,10.4,6.1
410831000101,97042,41-Rural: Fringe,6-Not eligible for either TAS or SWP,172,39,8,17.15,335,93,0.972,0.22674418604651161,0.046511627906976744,4,15.8,36.8,31.6,15.8,0.08633093525179857,0.19784172661870503,0.14388489208633093,12.3,33.3,10.4,6.1
410831000101,97042,41-Rural: Fringe,6-Not eligible for either TAS or SWP,172,39,8,17.15,335,93,0.972,0.22674418604651161,0.046511627906976744,5,38.1,52.4,9.5,0,0.08633093525179857,0.19784172661870503,0.14388489208633093,12.3,33.3,10.4,6.1
410326000173,97016,42-Rural: Distant,5-Eligible for Title I SWP provides SWP program,381,190,48,22.41,245,163,0.872,0.49868766404199477,0.12598425196850394,3,15.1,30.2,20.8,34,0.023076923076923078,0.2153846153846154,0.22884615384615384,10.9,36.7,8.7,6.9
410326000173,97016,42-Rural: Distant,5-Eligible for Title I SWP provides SWP program,381,190,48,22.41,245,163,0.872,0.49868766404199477,0.12598425196850394,4,12.5,19.6,32.1,35.7,0.023076923076923078,0.2153846153846154,0.22884615384615384,10.9,36.7,8.7,6.9
410326000173,97016,42-Rural: Distant,5-Eligible for Title I SWP provides SWP program,381,190,48,22.41,245,163,0.872,0.49868766404199477,0.12598425196850394,5,8.9,35.6,35.6,20,0.023076923076923078,0.2153846153846154,0.22884615384615384,10.9,36.7,8.7,6.9
410326000173,97016,42-Rural: Distant,5-Eligible for Title I SWP provides SWP program,381,190,48,22.41,245,163,0.872,0.49868766404199477,0.12598425196850394,6,15.4,41,28.2,15.4,0.023076923076923078,0.2153846153846154,0.22884615384615384,10.9,36.7,8.7,6.9
410326000178,97016,42-Rural: Distant,6-Not eligible for either TAS or SWP,344,134,31,20.53,244,168,0.872,0.38953488372093026,0.09011627906976744,7,10.4,20.8,20.8,47.9,0.023076923076923078,0.2153846153846154,0.22884615384615384,10.9,36.7,8.7,6.9
410326000178,97016,42-Rural: Distant,6-Not eligible for either TAS or SWP,344,134,31,20.53,244,168,0.872,0.38953488372093026,0.09011627906976744,8,1.9,11.1,20.4,66.7,0.023076923076923078,0.2153846153846154,0.22884615384615384,10.9,36.7,8.7,6.9
410600000525,97030,21-Suburb: Large,6-Not eligible for either TAS or SWP,655,412,97,24.04,277,1312,0.996,0.6290076335877862,0.1480916030534351,6,11.3,26.1,29.1,33.5,0.015287769784172662,0.309052757793765,0.23411270983213428,12.7,28.7,9.9,6
410600000525,97030,21-Suburb: Large,6-Not eligible for either TAS or SWP,655,412,97,24.04,277,1312,0.996,0.6290076335877862,0.1480916030534351,7,15.9,34.1,25.7,24.3,0.015287769784172662,0.309052757793765,0.23411270983213428,12.7,28.7,9.9,6
410600000525,97030,21-Suburb: Large,6-Not eligible for either TAS or SWP,655,412,97,24.04,277,1312,0.996,0.6290076335877862,0.1480916030534351,8,14.4,33,30.1,22.5,0.015287769784172662,0.309052757793765,0.23411270983213428,12.7,28.7,9.9,6
